budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
40000000,19258519,Amelia,Mira Nair,Drama|Adventure|Romance,Fox Searchlight Pictures|AE Electra Productions|Avalon Pictures,2009,40656017.3649981,19574367.0722036
0,0,Screamers: The Hunting,Sheldon Wilson,Action|Horror|Science Fiction,Pope Productions,2009,0.0,0.0
0,44348,Desert Flower,Sherry Hormann,Drama,Desert Flower Filmproductions|Desert Flower|Backup Films|Torus,2009,0.0,45075.3264525734
0,0,Partly Cloudy,Peter Sohn,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,2009,0.0,0.0
0,0,Der Knochenmann,Wolfgang Murnberger,Crime|Thriller|Comedy,Dor Film Produktionsgesellschaft GmbH,2009,0.0,0.0
0,0,Afro Samurai: Resurrection,Fuminori Kizaki,Animation,Fuji TV,2009,0.0,0.0
0,0,Boogie Woogie,Duncan Ward,Comedy|Drama,Autonomous,2009,0.0,0.0
0,500154,Echelon Conspiracy,Greg Marcks,Action|Crime|Mystery,Dark Castle Entertainment|Zinc Entertainment Inc.|Mobicom Entertainment,2009,0.0,508356.742729331
25000000,4388563,Beyond a Reasonable Doubt,Peter Hyams,Drama,Aramid Entertainment Fund|Autonomous Films|RKO Pictures|Foresight Unlimited|Signature Entertainment,2009,25410010.8531238,4460537.3383847
0,0,Love and Other Impossible Pursuits,Don Roos,Drama,Incentive Filmed Entertainment|Handsomecharlie Films,2009,0.0,0.0
0,0,Possession,Joel Bergvall|Simon Sandquist,Drama|Thriller|Romance,Vertigo Entertainment|Yari Film Group|Spitfire Pictures|Addicted Productions,2009,0.0,0.0
0,0,Nativity!,Debbie Isitt,Comedy|Family,BBC Films|Screen West Midlands|Mirrorball Films,2009,0.0,0.0
35000000,0,BaarÃ¬a,Giuseppe Tornatore,Drama|Comedy,Medusa Film,2009,35574015.1943733,0.0
0,0,Dug's Special Mission,Ronnie del Carmen,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2009,0.0,0.0
425000,0,Hunter Prey,Sandy Collora,Science Fiction|Thriller,NBV Productions|Montauk Films,2009,431970.184503105,0.0
0,0,Motherhood,Katherine Dieckmann,Comedy|Drama,John Wells Productions,2009,0.0,0.0
8000000,29010817,New in Town,Jonas Elmer,Comedy|Romance,Lionsgate|Edmonds Entertainment Group (EEG)|Epidemic Pictures|The Safran Company|Gold Circle Films,2009,8131203.47299962,29486606.9931195
25000000,2336172,Me and Orson Welles,Richard Linklater,Comedy|Drama|Romance,Isle of Man Film|Freestyle Releasing|CinemaNX,2009,25410010.8531238,2374486.23499056
40000000,28972508,Shorts,Robert Rodriguez,Comedy|Family,Warner Bros. Pictures,2009,40656017.3649981,29447669.7088886
0,0,"My Son, My Son, What Have Ye Done",Werner Herzog,Crime|Drama|Thriller,Defilm,2009,0.0,0.0
0,0,Miss March,Zach Cregger|Trevor Moore,Comedy|Romance,The Jacobson Company,2009,0.0,0.0
7000000,0,In Her Skin,Simone North,Drama|Thriller,Screen Australia,2009,7114803.03887467,0.0
0,0,Five Minutes of Heaven,Oliver Hirschbiegel,Crime|Drama|Thriller,BBC Films|BÃ³rd ScannÃ¡n na hÃ‰ireann|Ruby Films|Big Fish Films|Element Pictures,2009,0.0,0.0
0,0,Super Rhino,Nathan Greno,Animation|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,2009,0.0,0.0
0,0,Ju-on: Shiroi rÃ´jo,Ryuta Miyake,Horror,Cell|Oz Company|Toei Video Company,2009,0.0,0.0
0,0,The Private Lives of Pippa Lee,Rebecca Miller,Comedy|Drama|Romance,Elevation Filmworks|Grand Army Entertainment,2009,0.0,0.0
55000000,0,Imagine That,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,Paramount Pictures|Di Bonaventura Pictures|Nickelodeon Movies|Goldcrest Pictures,2009,55902023.8768724,0.0
0,0,Personal Effects,David Hollander,Drama,CinÃ©film AG|Insight Film Studios|Picture Park|TADORA Filmproduktions|Netter Productions,2009,0.0,0.0
0,0,Fame,Kevin Tancharoen,Music|Comedy|Drama|Romance,United Artists|Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM),2009,0.0,0.0
0,66456,From Within,Phedon Papamichael,Horror|Mystery|Thriller,Burgundy Films,2009,0.0,67545.9072502079
0,0,Nine Miles Down,Anthony Waller,Horror|Mystery|Thriller,A-Mark Entertainment,2009,0.0,0.0
0,0,Robin Williams: Weapons of Self Destruction,Marty Callner,Comedy,CBS Films,2009,0.0,0.0
0,0,Prep & Landing,Kevin Deters|Stevie Wermers,Animation|Fantasy|Family,Walt Disney Animation Studios,2009,0.0,0.0
10000000,0,Walled In,Gilles Paquet-Brenner,Horror|Thriller,experiences films|Minds Eye Entertainment|Forecast Pictures|Leomax Productions,2009,10164004.3412495,0.0
2011799,0,The Human Centipede (First Sequence),Tom Six,Horror,Six Entertainment,2009,2044793.37697214,0.0
0,0,Dread,Anthony DiBlasi,Horror|Drama|Thriller,Matador Pictures|Midnight Picture Show|Essential Entertainment,2009,0.0,0.0
100000000,0,Dragonball Evolution,James Wong,Action|Adventure|Fantasy|Science Fiction|Thriller,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Star Overseas|Dune Entertainment III,2009,101640043.412495,0.0
8500000,0,The Countess,Julie Delpy,Drama|History|Horror,X Filme International|Celluloid Dreams Productions,2009,8639403.6900621,0.0
20000000,0,John Rabe,Florian Gallenberger,Drama|History|War,Hofmann & Voges Entertainment|Majestic Filmproduktion|EOS Entertainment|Zweites Deutsches Fernsehen (ZDF)|Pampa Production,2009,20328008.682499,0.0
12500000,27206120,Sorority Row,Stewart Hendler,Horror|Mystery|Thriller,Summit Entertainment|Karz Entertainment,2009,12705005.4265619,27652312.1788555
5000000,0,Hardwired,Ernie Barbarash|Tia Buhl,Action|Adventure|Science Fiction|Thriller,Motion Picture Corporation of America|Insight Film Studios,2009,5082002.17062476,0.0
20000000,0,The Maiden Heist,Peter Hewitt,Comedy|Crime,Revelations Entertainment|Dog Pond Productions|Yan Film Group|Paris Film,2009,20328008.682499,0.0
0,0,The Last Templar,Paolo Barzman,Adventure|Fantasy|Drama|Thriller,Muse Entertainment Enterprises,2009,0.0,0.0
0,0,Middle of Nowhere,John Stockwell,Comedy|Drama,Bold Films|Louisiana Media Productions|Nowhere Films Louisiana Productions,2009,0.0,0.0
0,0,The Killing Room,Jonathan Liebesman,Drama|Thriller,Management 360,2009,0.0,0.0
0,0,The House of the Devil,Ti West,Mystery|Horror,MPI Media Group,2009,0.0,0.0
0,0,Legally Blondes,Savage Steve Holland,Comedy|Family,Metro-Goldwyn-Mayer (MGM),2009,0.0,0.0
0,0,The Revenant,D. Kerry Prior ,Comedy|Horror,Putrefactory Limited|Wanko Toys,2009,0.0,0.0
14000000,0,Giallo,Dario Argento,Horror|Thriller|Crime|Mystery,Opera Film Produzione|Hannibal Pictures|Media Films|Footprint Investment Fund,2009,14229606.0777493,0.0
0,0,Deep in the Valley,Christian Forte,Comedy,Persistent Entertainment,2009,0.0,0.0
0,0,The New Daughter,Luis Berdejo,Horror|Thriller,Gold Circle Films|New Daughter Productions,2009,0.0,0.0
0,0,Nowhere Boy,Sam Taylor-Johnson,Drama,Ecosse Films,2009,0.0,0.0
0,0,St Trinian's 2: The Legend of Fritton's Gold,Oliver Parker|Barnaby Thompson,Comedy|Adventure,Ealing Studios,2009,0.0,0.0
4500000,0,Stay Cool,Michael Polish,Comedy,Initiate Productions,2009,4573801.95356229,0.0
0,0,Behind Enemy Lines III: Colombia,Tim Matheson|Reynaldo Rodriguez,War|Action|Thriller,20th Century Fox Home Entertainment|WWE Studios,2009,0.0,0.0
0,0,Forget Me Not,Tyler Oliver,Drama|Horror|Romance,Capstone Entertainment Group|Vindicated Pictures,2009,0.0,0.0
0,0,Dead Like Me: Life After Death,Stephen Herek,Drama|Fantasy|Comedy,Metro-Goldwyn-Mayer (MGM),2009,0.0,0.0
6500000,0,Open Graves,Ãlvaro de ArmiÃ±Ã¡n,Horror|Thriller,Open Pictures|Alchemedia Films|Manufacturas Audiovisuales|CoproducciÃ³n EspaÃ±a-USA,2009,6606602.82181219,0.0
0,0,Gifted Hands: The Ben Carson Story,Thomas Carter,Drama,The Hatchery|Sony Pictures Television|Magna Global Entertainment|Johnson & Johnson Spotlight Presentations|Thomas Carter Company,2009,0.0,0.0
0,0,Princess Protection Program,Allison Liddi-Brown,Comedy|Drama|Family,Disney Channel,2009,0.0,0.0
23000000,9366227,ChÃ©ri,Stephen Frears,Drama|Comedy|Romance,PathÃ© Renn Productions|UK Film Council|Aramid Entertainment Fund|Canal+|Bill Kenwright Films,2009,23377209.9848739,9519837.18891286
0,0,Tales of the Black Freighter,Mike Smith|Daniel DelPurgatorio,Animation|Horror|Action,Warner Premiere,2009,0.0,0.0
10000000,7022728,The Joneses,Derrick Borte,Comedy|Drama,Echo Lake Productions|Premiere Picture,2009,10164004.3412495,7137903.78794146
0,0,Arlen Faber,John Hindman,Comedy|Romance,Messick Films|iDeal Partners Film Fund|120dB Films,2009,0.0,0.0
0,0,Espion(s),Nicolas Saada,Drama|Romance|Thriller,France 2 CinÃ©ma|Mars Distribution|The Film|Studio 37,2009,0.0,0.0
0,0,Mrs. Miracle,Michael Scott,Comedy|Fantasy|Romance|TV Movie,The Hallmark Channel|Dan Wigutow Productions|KZ Productions,2009,0.0,0.0
20000000,18599102,Fired Up!,Will Gluck,Comedy|Romance,"Screen Gems|Moving Pictures, DPI",2009,20328008.682499,18904135.3471342
0,0,Cherrybomb,Lisa Barros D'Sa|Glenn Leyburn,Drama|Romance|Thriller,Generator Entertainment,2009,0.0,0.0
0,2479538,My One and Only,Richard Loncraine,Comedy|Drama,Herrick Entertainment,2009,0.0,2520203.49962931
0,0,The Firm,Nick Love,Drama,Vertigo Films,2009,0.0,0.0
0,0,Serious Moonlight,Cheryl Hines,Action|Comedy|Romance,Magnolia Pictures|Night and Day Pictures|All For A Films,2009,0.0,0.0
75,134,Wanted,Prabhu Deva,Action|Comedy|Crime|Thriller,Sahara One Motion Pictures,2009,76.2300325593715,136.197658172743
10000000,295750,World's Greatest Dad,Bobcat Goldthwait,Comedy|Romance,Magnolia Pictures|Jerkschool Productions,2009,10164004.3412495,300600.428392455
0,0,Road Trip: Beer Pong,Steve Rash,Comedy,Paramount Famous Productions,2009,0.0,0.0
1700000,1007962,The Girlfriend Experience,Steven Soderbergh,Comedy|Drama,2929 Productions|Magnolia Pictures|Extension 765,2009,1727880.73801242,1024493.01438145
10000000,0,Night of the Demons,Adam Gierasch,Horror,Seven Arts Pictures|Project 8 Films|Cold Fusion Media Group|Parallel Media|Voodoo Production Services,2009,10164004.3412495,0.0
0,263941,Transylmania,David Hillenbrand|Scott Hillenbrand,Comedy|Horror,Film Rock|Hill & Brand Entertainment,2009,0.0,268269.746983374
0,0,Damage,Jeff King,Action|Thriller,"Insight Film Studios|Nasser Group, North|NGN Fighter Productions",2009,0.0,0.0
0,0,Summer's Blood,Lee Demarbre,Horror|Thriller,Lionsgate|Zed Filmworks,2009,0.0,0.0
0,0,Cold Souls,Sophie Barthes,Fantasy|Drama|Comedy|Science Fiction,Journeyman Pictures|Winner Arts|Touchy Feely Films|Memento Films Production|Arte France CinÃ©ma,2009,0.0,0.0
0,0,Into the Blue 2: The Reef,Stephen Herek,Action,Mandalay Pictures|Brookwell-McNamara Entertainment|MGM Home Entertainment|Metro-Goldwyn-Mayer (MGM),2009,0.0,0.0
6500000,0,A Dangerous Man,Keoni Waxman,Action|Adventure|Thriller,My Own Worst Enemy,2009,6606602.82181219,0.0
0,0,When You're Strange,Tom DiCillo,Documentary|Music,Wolf Films|Strange Pictures,2009,0.0,0.0
0,0,The Lodger,David Ondaatje,Horror|Mystery|Thriller,Merchant Pacific Corporation,2009,0.0,0.0
0,0,Dark Country,Thomas Jane,Horror|Thriller,Hyde Park Films,2009,0.0,0.0
0,0,Leningrad,Aleksandr Buravsky,War|Drama,Channel One Russia|KoBura Film|Ministerstvo kultury Rossiyskoy Federatsii|Studiya dokumental'nykh fil'mov Sankt-Peterburga|Kinokompaniya Non-Stop Prodakshn,2009,0.0,0.0
0,0,The Phantom,Paolo Barzman,Science Fiction|Action,Muse Entertainment Enterprises|Syfy|RHI Entertainment,2009,0.0,0.0
0,0,Hulk vs. Thor,Sam Liu,Action|Animation|Fantasy|Science Fiction,Marvel Studios,2009,0.0,0.0
0,0,12 Men of Christmas,Arlene Sanford,Comedy|Romance,Lisa Demberg Productions|Fox Television Studios|Lifetime Television,2009,0.0,0.0
0,0,Under the Sea 3D,Howard Hall,Documentary,Warner Bros.|Imax Filmed Entertainment|Howard Hall Productions,2009,0.0,0.0
0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Drama|Comedy|Science Fiction|Romance,BBC Films|Dog Lamp Films|HBO Films,2009,0.0,0.0
0,0,De helaasheid der dingen,Felix Van Groeningen,Drama|Comedy,menuet,2009,0.0,0.0
15000000,6405245,Post Grad,Vicky Jenson,Comedy,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic,2009,15246006.5118743,6510293.79867668
5000000,0,Grace,Paul Solet,Horror|Thriller,ArieScope Pictures|Dark Eye Entertainment|Leomax Entertainment,2009,5082002.17062476,0.0
0,0,Across the Hall,Alex Merkin,Thriller|Mystery|Romance,Godfather Entertainment,2009,0.0,0.0
0,0,The Marine 2,Roel ReinÃ©,Action|Adventure|Drama|Thriller,20th Century Fox|WWE Studios,2009,0.0,0.0
40000000,0,Ben 10: Alien Swarm,Alex Winter,Adventure,Cartoon Network Studios|Trouper Productions,2009,40656017.3649981,0.0
0,0,Doghouse,Jake West,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,2009,0.0,0.0
0,0,The Hills Run Red,Dave Parker,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,2009,0.0,0.0
0,0,Looking for Eric,Ken Loach,Comedy|Drama,Diaphana Films,2009,0.0,0.0
0,0,Taking Woodstock,Ang Lee,Music|Comedy|Drama,Focus Features,2009,0.0,0.0
0,0,George & A.J.,Josh Cooley,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2009,0.0,0.0
0,0,Taking Chance,Ross Katz,Drama|History|War,Motion Picture Corporation of America,2009,0.0,0.0
0,43051547,Notorious,"George Tillman, Jr.",Drama|Music,Fox Searchlight Pictures,2009,0.0,43757611.0605508
0,0,The Loved Ones,Sean Byrne,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,2009,0.0,0.0
21000000,0,Everybody's Fine,Kirk Jones,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,2009,21344409.116624,0.0
0,0,Bionicle: The Legend Reborn,Mark Baldo,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,2009,0.0,0.0
0,0,ZMD: Zombies of Mass Destruction,Kevin Hamedani,Horror,Splendid Film,2009,0.0,0.0
7000000,39462438,Crazy Heart,Scott Cooper,Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,2009,7114803.03887467,40109639.114829
0,0,The Three Investigators and the Secret of Terror Castle,Florian Baxmeyer,Mystery|Adventure|Family,Industrial Development Corporation of South Africa|Studio Hamburg International Production (SHIP)|Saltire Entertainment|Two Oceans Production (TOP),2009,0.0,0.0
0,0,Tormented,Jon Wright,Comedy|Horror,BBC Films|Screen West Midlands|PathÃ©|Forward Films|Slingshot Productions,2009,0.0,0.0
10000000,0,"The Goods: Live Hard, Sell Hard",Neal Brennan,Comedy,Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,2009,10164004.3412495,0.0
0,0,Triage,Danis TanoviÄ‡,Drama|Thriller|Mystery,Aramid Entertainment Fund|Irish Film Board|Tornasol Films|Asap films|Parallel Film Productions,2009,0.0,0.0
0,0,Ricky,FranÃ§ois Ozon,Fantasy|Drama|Science Fiction|Foreign,Eurowide Film Production,2009,0.0,0.0
2000000,7306,Stolen Lives,Anders Anderson,Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group,2009,2032800.8682499,7425.82157171691
0,0,I Hate Valentine's Day,Nia Vardalos,Comedy|Romance,I Hate Vday Productions|ICB Entertainment Finance|My Bench Productions,2009,0.0,0.0
10000000,0,Driven To Kill,Jeff King,Action|Adventure|Thriller,Steamroller Productions,2009,10164004.3412495,0.0
15000000,0,"Give 'em Hell, Malone",Russell Mulcahy,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures,2009,15246006.5118743,0.0
0,0,The Courageous Heart of Irena Sendler,John Kent Harrison,Drama|War,Jeff Most Productions|Columbia Broadcasting System (CBS)|Hallmark Hall of Fame Productions|Baltmedia|K&K Selekt,2009,0.0,0.0
0,0,The Jerk Theory,Scott S. Anderson,Comedy,PolarStar Entertainment|Polarstar Pictures,2009,0.0,0.0
0,0,Jusqu'Ã  toi,Jennifer DevoldÃ¨re,Comedy|Romance|Family,Quad Productions,2009,0.0,0.0
0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions,2009,0.0,0.0
0,0,Alabama Moon,Tim McCanlies,Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment,2009,0.0,0.0
0,0,Humpday,Lynn Shelton,Comedy,Magnolia Pictures,2009,0.0,0.0
0,0,The Haunted World of El Superbeasto,Rob Zombie,Animation|Horror|Action|Comedy,Film Roman Productions|Anchor Bay Films|Spectacle Entertainment Group|Carbunkle Cartoons,2009,0.0,0.0
0,0,Not Forgotten,Dror Soref,Crime|Horror|Mystery|Thriller,Skyline Pictures,2009,0.0,0.0
0,0,The Six Wives of Henry Lefay,Howard Michael Gould,Comedy,Brillstein-Grey Entertainment,2009,0.0,0.0
0,0,Tetsuo: The Bullet Man,Shinya Tsukamoto,Foreign|Action|Science Fiction|Thriller|Horror,Asmik Ace Entertainment,2009,0.0,0.0
0,0,TiMER,Jac Schaeffer,Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures,2009,0.0,0.0
0,0,Feast III: The Happy Finish,John Gulager,Horror|Action|Comedy,Neo Art & Logic,2009,0.0,0.0
0,0,Tellement proches,Eric Toledano|Olivier Nakache,Comedy,Quad Productions,2009,0.0,0.0
1500000,0,Homecoming,Morgan J. Freeman,Horror|Thriller,Animus Films|Paper Street Films,2009,1524600.65118743,0.0
0,0,Amreeka,Cherien Dabis,Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment,2009,0.0,0.0
0,0,Lebanon,Samuel Maoz,Drama|War,Paralite Productions Ltd.|Israeli Film Fund|Torus|Arte France|Metro Communications,2009,0.0,0.0
0,0,Mega Shark vs Giant Octopus,Jack Perez,Horror|Science Fiction,"Asylum, The",2009,0.0,0.0
12500000,0,Lascars,Emmanuel Klotz|Albert Pereira-Lazaro,Animation|Comedy,BAC Films,2009,12705005.4265619,0.0
0,0,The Cell 2,Tim Iacofano,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company,2009,0.0,0.0
42000000,0,BrÃ¼no,Larry Charles,Comedy,Universal Pictures,2009,42688818.233248,0.0
0,0,Wizards of Waverly Place: The Movie,Lev L. Spiro,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel,2009,0.0,0.0
0,0,Accidents Happen,Andrew Lancaster,Comedy|Drama|Foreign,Red Carpet Productions,2009,0.0,0.0
0,0,Command Performance,Dolph Lundgren,Action|Drama|Thriller,Nu Image Films|Millennium Films|Cat Burglar Productions,2009,0.0,0.0
0,0,Futurama: Into the Wild Green Yonder,Peter Avanzino,Animation|Comedy,20th Century Fox Television,2009,0.0,0.0
0,0,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Manny Rodriguez,Comedy,Comedy Central,2009,0.0,0.0
12000000,0,The King of Fighters,Gordon Chan,Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films,2009,12196805.2094994,0.0
0,0,Mystery Team,Dan Eckman,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital,2009,0.0,0.0
1500000,56000,Beautiful,Dean O'Flaherty,Drama|Mystery|Thriller,Kojo Pictures,2009,1524600.65118743,56918.4243109973
0,0,Blood Creek,Joel Schumacher,Horror|Thriller,Gold Circle Films,2009,0.0,0.0
